source_id,country,site,lat,long,area_type,insecticide_control,control_type,month_start,month_end,year_start,year_end,season_given,season_calc,species,assi,id_1,id_2,biology_sampling_1,biology_sampling_2,biology_sampling_3,biology_sampling_n,parity_n,parity_total,parity_percent,daily_survival_rate_percent,fecundity,gonotrophic_cycle_days,infection_sampling_1,infection_sampling_2,infection_sampling_3,infection_sampling_n,sr_dissection_n,sr_dissection_total,sr_dissection_percent,sr_csp_n,sr_csp_pf_n,sr_csp_pv_n,sr_csp_pv_210_n,sr_csp_pv_247_n,sr_csp_pm_n,sr_csp_po_n,sr_csp_total,sr_csp_percent,sr_csp_pf_percent,sr_csp_pv_percent,sr_csp_pv_210_percent,sr_csp_pv_247_percent,sr_csp_pm_percent,sr_csp_po_percent,oocyst_n,oocyst_total,oocyst_percent,eir,eir_period,ext_incubation_period_days,indoor_hbr_sampling,indoor_hbr,outdoor_hbr_sampling,outdoor_hbr,combined_hbr_sampling_1,combined_hbr_sampling_2,combined_hbr_sampling_3,combined_hbr_sampling_n,combined_hbr,hbr_unit,indoor_host_sampling,indoor_host_n,indoor_host_total,indoor_host,outdoor_host_sampling,outdoor_host_n,outdoor_host_total,outdoor_host,combined_host_sampling_1,combined_host_sampling_2,combined_host_sampling_3,combined_host_sampling_n,combined_host_n,combined_host_total,combined_host,host_unit,other_host_sampling_1,other_host_sampling_2,other_host_sampling_3,other_host_sampling_n,other_host_n,other_host_total,other_host,other_host_unit,indoor_number_sampling_nights_biting,indoor_biting_sampling,indoor_biting_n,indoor_biting_total,indoor_biting,outdoor_number_sampling_nights_biting,outdoor_biting_sampling,outdoor_biting_n,outdoor_biting_total,outdoor_biting,indoor_outdoor_biting_units,indoor_number_sampling_nights_biting_activity,indoor_1830_2130,indoor_2130_0030,indoor_0030_0330,indoor_0330_0630,outdoor_number_sampling_nights_biting_activity,outdoor_1830_2130,outdoor_2130_0030,outdoor_0030_0330,outdoor_0330_0630,combined_number_sampling_nights_biting_activity,combined_1830_2130,combined_2130_0030,combined_0030_0330,combined_0330_0630,indoor_resting_sampling,indoor_unfed,indoor_fed,indoor_gravid,indoor_total,outdoor_resting_sampling,outdoor_unfed,outdoor_fed,outdoor_gravid,outdoor_total,other_resting_sampling,other_unfed,other_fed,other_gravid,other_total,resting_unit,citation,pubmed_id
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,12,12,2013,2013,,,Anopheles philippinensis ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0.8,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,12,12,2013,2013,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles nivipes,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles minimus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles annularis complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles vagus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles aconitus ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles philippinensis ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,1,1,2014,2014,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles nivipes,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles minimus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles annularis complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles vagus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles aconitus ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles philippinensis ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,2,2,2014,2014,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles nivipes,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles minimus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles annularis complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0.3,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles vagus complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,5.8,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles aconitus ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles philippinensis ,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,2.3,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9058,India,"Missamari in Assam (villages: Banderhagi, Bherbheri, Kathalguri and Dighaljuli) """,26.8,92.6,,,,3,3,2014,2014,,,Anopheles culicifacies complex,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,,0.5,,,,,,,,,,,Per man hour,"Dhiman, S., Goswami, D., Rabha, B., Yadav, K., Chattopadhyay, P. and Veer, V. (2015). Absence of asymptomatic malaria in a cohort of 133 individuals in a malaria endemic area of Assam, India Infectious Disease epidemiology. BMC Public Health, 15(1):919.",26384971
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,5,5,2006,2006,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,6,6,2006,2006,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,7,7,2006,2006,,Rainy,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,8,8,2006,2006,,Rainy,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,9,9,2006,2006,,Rainy,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,10,10,2006,2006,,Rainy,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,11,11,2006,2006,,Dry ,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,12,12,2006,2006,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,1,1,2007,2007,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,2,2,2007,2007,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,3,3,2007,2007,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,4,4,2007,2007,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
9059,India,"Keonjhar district (villages: Mamulipusi, Puradihi, Dhanakunia)",21.55,85.69,polygon large,,,5,5,2007,2007,,Dry,Anopheles minimus  complex,Authors state that there are two major malaria vectors namely An. minimus (Species A) and An. fluviatilis (Species S) involved in transmission of the disease in the study area,?,,HBN,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunasekaran, K., Sahu, S.S. and Jambulingam, P. (2014). Estimation of vectorial capacity of Anopheles minimus theobald & An. fluviatilis james (Diptera: Culicidae) in a malaria endemic area of Odisha State, India. Indian Journal of Medical Research, 140:653û9.",25579148
