source_id,country,site,species,variable,value,pubmed_id,reference,
2408,Vietnam,Cha Ong Chan,Anopheles hyrcanus,proportion_indoor_biting,0.265,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles hyrcanus,proportion_indoor_biting,0.27,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles jeyporiensis,proportion_indoor_biting,0.145,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles karwari,proportion_indoor_biting,0.371,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles kochi,proportion_indoor_biting,0.27,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles kochi,proportion_indoor_biting,0.296,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles maculatus,proportion_indoor_biting,0.074,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles maculatus,proportion_indoor_biting,0.107,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles maculatus,proportion_indoor_biting,0.107,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles maculatus,proportion_indoor_biting,0.138,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles maculatus,proportion_indoor_biting,0.16,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles minimus,proportion_indoor_biting,0.383,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles minimus C,proportion_indoor_biting,0.259,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles nimpe,proportion_indoor_biting,0.429,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles nivipes,proportion_indoor_biting,0.153,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles pallidus,proportion_indoor_biting,0.138,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles pampanai,proportion_indoor_biting,0.167,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles peditaeniatus,proportion_indoor_biting,0.237,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles peditaeniatus,proportion_indoor_biting,0.254,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles philippinensis,proportion_indoor_biting,0.057,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles philippinensis,proportion_indoor_biting,0.099,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles philippinensis,proportion_indoor_biting,0.329,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles philippinensis,proportion_indoor_biting,0.363,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles sinensis,proportion_indoor_biting,0.145,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles sinensis,proportion_indoor_biting,0.39,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles sinensis,proportion_indoor_biting,0.415,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles sinensis,proportion_indoor_biting,0.457,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles sinensis,proportion_indoor_biting,0.468,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles splendidus,proportion_indoor_biting,0.107,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles splendidus,proportion_indoor_biting,0.2,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles subpictus,proportion_indoor_biting,0.31,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles sundaicus,proportion_indoor_biting,0.559,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles tessellatus,proportion_indoor_biting,0.145,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles tessellatus,proportion_indoor_biting,0.375,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles tessellatus,proportion_indoor_biting,0.5,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles tessellatus,proportion_indoor_biting,0.505,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles tessellatus,proportion_indoor_biting,0.617,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles umbrosus,proportion_indoor_biting,0.206,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles vagus,proportion_indoor_biting,0.2,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles vagus,proportion_indoor_biting,0.259,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles vagus,proportion_indoor_biting,0.5,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles aconitus,RHB,0.01,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles aconitus,RHB,0.07,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles aconitus,RHB,0.09,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles aconitus,RHB,0.61,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles aconitus,RHB,3.93,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles annularis,RHB,0.15,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles barbirostris,RHB,0.38,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles barbirostris,RHB,1.64,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles barbirostris,RHB,2.64,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles barbumbrosus,RHB,1.1,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles crawfordi,RHB,0.06,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles hyrcanus,RHB,1.53,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles jamesii,RHB,0.6,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles jeyporiensis,RHB,0.12,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles karwari,RHB,0.08,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles karwari,RHB,0.12,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles kochi,RHB,0.03,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles kochi,RHB,0.17,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles kochi,RHB,0.46,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles kochi,RHB,0.95,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles maculatus,RHB,0.12,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles maculatus,RHB,0.24,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles maculatus,RHB,0.25,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles maculatus,RHB,0.31,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles minimus,RHB,0.1,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles minimus,RHB,0.47,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles minimus,RHB,8.1,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles minimus,RHB,10.11,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles minimus C,RHB,0.09,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles nimpe,RHB,23.07,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles nivipes,RHB,0.09,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles nivipes,RHB,0.47,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles pampanai,RHB,0.16,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles peditaeniatus,RHB,0.08,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles peditaeniatus,RHB,1.51,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Lang Nhot,Anopheles philippinensis,RHB,0.05,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles philippinensis,RHB,0.1,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles philippinensis,RHB,0.16,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles philippinensis,RHB,0.16,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles philippinensis,RHB,2.32,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles sinensis,RHB,0.25,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
